name,author,narrator,releasedate,language,price,rating_stars,n_ratings,time_mins
Woman in the Wilderness,MiriamLancewood,LucyPaterson,2017-11-23,English,8.652000000000001,5.0,1.0,680
Journeys North,BarneyScoutMann,TraberBurns,2020-01-08,English,9.84,5.0,1.0,715
The Non-Runner's Marathon Trainer,"DavidWhitsett,ForrestDolgener,TanjalaKole",BenjaminLange,2021-04-21,English,16.080000000000002,1.0,1.0,625
50/50,"DeanKarnazes,MattFitzgerald",DeanKarnazes,2008-08-18,English,6.0,5.0,3.0,356
Running for My Life,RachelAnnCullen,KatRoseMartin,2018-12-20,English,6.828,5.0,1.0,496
Master Your Tennis Game,KenDeHart,ThomasEdward,2020-07-01,English,2.7960000000000003,4.5,3.0,123
Fear Less,DrPippaGrange,DrPippaGrange,2020-07-23,English,10.656,4.5,4.0,406
Legacy,JamesKerr,SaulReichlin,2013-07-11,English,5.0040000000000004,4.0,5.0,333
Zen Tennis,"BillScanlon,Dr.JosephParent","Dr.JosephParent,BillScanlon",2016-07-19,English,6.0120000000000005,4.5,6.0,246
In the Zone,ClydeBrolin,TimDickinson,2019-10-01,English,13.212,5.0,1.0,542
The Art of Mental Training,D.C.Gonzalez,D.C.Gonzalez,2014-06-13,English,2.7960000000000003,4.0,1.0,177
Barbarian Days,WilliamFinnegan,WilliamFinnegan,2015-07-21,English,12.036,4.5,3.0,1088
I Found My Tribe,RuthFitzmaurice,RuthFitzmaurice,2017-06-07,English,8.196,5.0,1.0,293
Steve Jobs: The Man Who Thought Different,KarenBlumenthal,SeanRunnette,2012-02-16,English,1.608,5.0,13.0,353
Dissenter on the Bench,VictoriaOrtiz,LisaLarsen,2019-04-06,English,14.064,5.0,1.0,294
Beyond the Gender Binary,AlokVaid-Menon,AlokVaid-Menon,2020-02-06,English,6.024,4.5,17.0,67
"Just Mercy (Movie Tie-In Edition, Adapted for Young Adults)",BryanStevenson,BryanStevenson,2018-09-18,English,12.06,5.0,8.0,395
Vincent & Theo,DeborahHeiligman,PhilFox,2017-04-25,English,14.064,4.5,6.0,569
What Can I Give?,SrijanPaul,JaivardhanVerma,2019-11-19,English,12.06,5.0,3.0,402
"Hey, Kiddo",JarrettJ.Krosoczka,"JarrettJ.Krosoczka,JeanneBirdsall,RichardFerrone,",2019-10-29,English,7.032,5.0,2.0,170
Tweak,NicSheff,PaulMichaelGarcia,2008-02-19,English,9.276,4.0,1.0,737
The Mystery,LaceySturm,LaceySturm,2018-05-22,English,4.212,5.0,1.0,377
Ginger Kid,SteveHofstetter,SteveHofstetter,2018-03-20,English,8.16,5.0,1.0,359
Elena Vanishing,"ElenaDunkle,ClareB.Dunkle",LaurenFortgang,2015-05-19,English,8.016,5.0,1.0,539
SAT & GRE 500 Core Words,DeaverBrown,DeaverBrown,2011-01-25,English,1.4040000000000001,3.0,2.0,50
Rich Dad's Escape the Rat Race,RobertT.Kiyosaki,"LukeDaniels,NickPodehl,BenjaminL.Darcie,",2013-12-07,English,12.06,5.0,7.0,54
SAT 100 Core Words,DeaverBrown,DeaverBrown,2011-01-25,English,1.4040000000000001,3.0,1.0,17
Goof-Proof Grammar,"MargaretM.Bynum,DebraC.Giffen","MargaretM.Bynum,DebraC.Giffen",2004-02-27,English,5.628,2.0,1.0,50
Feminists Don't Wear Pink (and Other Lies),ScarlettCurtis,"ScarlettCurtis,NicoParker,NatasiaDemetriou,",2018-04-10,English,7.38,4.5,3.0,318
Unlimited Memory,KevinHorsley,DanCulhane,2016-07-28,English,2.7960000000000003,4.0,8.0,148
"Stamped: Racism, Antiracism, and You","JasonReynolds,IbramX.Kendi","JasonReynolds,IbramX.Kendi-introduction",2020-10-03,English,6.0,4.5,4.0,251
Politics Is...,DK,RichardTrinder,2020-07-16,English,7.38,5.0,1.0,256
You Are a Champion,"MarcusRashford,CarlAnka",KentonThomas,2021-05-27,English,3.876,4.5,6.0,165
Keeping the Moon,SarahDessen,StinaNielsen,2009-11-06,English,18.06,5.0,1.0,390
Girling Up,MayimBialik,MayimBialik,2017-09-05,English,12.06,4.5,3.0,224
Chicken Soup for the Teenage Soul III,"JackCanfield,MarkVictorHansen,KimberlyKirberger","DavidKaufman,AshleyPeldon,KimberlyKirberger",2005-08-29,English,3.36,5.0,1.0,69
It's Not OK to Feel Blue (and Other Lies),ScarlettCurtis,"ScarlettCurtis,AdamKay,HoneyRoss,",2019-03-10,English,10.656,5.0,2.0,563
The Sisterhood of the Traveling Pants,AnnBrashares,AngelaGoethals,2003-11-14,English,7.836,4.5,2.0,395
Show Up for Your Life,"JamieGrace-foreword,ChrystalEvansEvansHurst",ChrystalEvansHurst,2019-05-02,English,7.872,5.0,1.0,317
The Manual to Manhood,JonathanCatherman,DeanGallagher,2018-01-05,English,4.212,2.0,1.0,357
Praying for Your Future Husband,"TriciaGoyer,RobinJonesGunn",RandyeKaye,2018-04-24,English,5.628,5.0,1.0,281
Defined,"StephenKendrick,AlexKendrick",DavidCochranHeath,2019-09-26,English,5.628,5.0,1.0,509
Secrets of My Hollywood Life,JenCalonita,RoxanneHernandez,2009-04-13,English,6.0120000000000005,5.0,1.0,407
Forever in Blue,AnnBrashares,AngelaGoethals,2006-11-12,English,11.16,4.0,1.0,543
Girls in Pants,AnnBrashares,AngelaGoethals,2005-10-02,English,10.248,4.0,1.0,438
The Chase,"KelseyKupecky,KyleKupecky","SarahZimmerman,ZachVilla",2015-09-28,English,8.16,5.0,1.0,248
The First to Know,AbigailJohnson,AmyMelissaBentley,2017-07-11,English,12.096,4.0,1.0,496
Earth Hates Me,RubyKarp,RubyKarp,2017-03-10,English,6.0,5.0,1.0,283
The Saturdays,ElizabethEnright,PamelaDillman,2004-03-25,English,8.016,5.0,1.0,247
The Boy in the Striped Pyjamas,JohnBoyne,MichaelMaloney,2016-06-10,English,7.38,4.5,59.0,295
The King of Crows,LibbaBray,JanuaryLaVoy,2020-04-02,English,18.084,4.5,16.0,1340
The Fountains of Silence,RutaSepetys,"RutaSepetys,MaiteJáuregui,RichardFerrone,",2019-01-10,English,16.584,5.0,4.0,744
Between Shades of Gray,RutaSepetys,EmilyKlein,2011-03-22,English,13.872,4.5,11.0,467
Killing November,AdrianaMather,CassandraMorris,2019-03-26,English,16.584,4.0,4.0,707
Rivals! Frenemies Who Changed the World,ScottMcCormick,"PrenticeOnayemi,SamanthaTurret,KhristineHvam,",2018-05-29,English,2.388,4.5,3.0,175
Stay Sweet,SiobhanVivian,BaileyCarr,2018-04-24,English,9.84,4.0,1.0,604
Beautiful Lie,IrfanMaster,NeilShah,2013-02-27,English,8.016,5.0,1.0,360
Any Way the Wind Blows,RainbowRowell,EuanMorton,2021-06-07,English,3.876,5.0,8.0,903
Cinderella Is Dead,KalynnBayron,BahniTurpin,2020-04-09,English,8.016,3.5,6.0,631
Ash,MalindaLo,EmilyWooZeller,2021-08-10,English,8.436,5.0,1.0,405
Chain of Iron,CassandraClare,FintyWilliams,2021-02-03,English,13.656,4.5,6.0,1391
Carry On,RainbowRowell,EuanMorton,2016-10-20,English,3.876,4.5,29.0,818
The Girls Are Never Gone,SarahGlennMarsh,KatieKoster,2021-07-09,English,16.584,5.0,2.0,621
The Things We Don’t See,SavannahBrown,SavannahBrown,2021-06-24,English,7.38,5.0,1.0,584
Wilder Girls,RoryPower,"EileenStevens,JesseVilinsky",2020-06-02,English,3.876,3.0,1.0,529
I Think I Love You,AurianeDesombre,"EmmaGalvin,BrittanyPressley",2021-02-03,English,13.872,2.5,2.0,469
Wayward Son,RainbowRowell,EuanMorton,2019-03-10,English,3.876,4.5,14.0,537
You Should See Me in a Crown,LeahJohnson,AlaskaJackson,2020-02-06,English,7.032,4.5,16.0,438
May the Best Man Win,ZREllor,AviRoque,2021-05-18,English,2.172,2.0,1.0,666
I'll Give You the Sun,JandyNelson,"JuliaWhelan,JesseBernstein",2014-09-16,English,12.06,5.0,5.0,777
The Last True Poets of the Sea,JuliaDrake,TaviaGilbert,2019-01-10,English,8.4,4.0,1.0,610
The Gravity of Us,PhilStamper,"MichaelCrouch,JonathanDavis,GabraZackman,",2020-04-02,English,13.872,5.0,2.0,496
Hani and Ishu's Guide to Fake Dating,AdibaJaigirdar,"ReenaDutt,ShubhangiKarmakar",2021-05-25,English,15.072000000000001,4.5,7.0,575
Felix Ever After,KacenCallender,LoganRozos,2021-05-18,English,6.828,4.5,3.0,503
The Last Hours: Chain of Gold,CassandraClare,FintyWilliams,2020-03-03,English,11.388,4.5,15.0,1280
"Date Me, Bryson Keller",KevinvanWhye,VikasAdam,2020-05-21,English,10.656,5.0,13.0,474
Some Girls Do,JenniferDugan,"NoraHunter,BaileyCarr",2021-05-18,English,15.072000000000001,5.0,1.0,554
Trouble Girls,JuliaLynnRubin,EmilyShaffer,2021-01-06,English,2.172,2.0,1.0,605
Juliet Takes a Breath,GabbyRivera,GabbyRivera,2021-04-15,English,8.016,5.0,1.0,534
Between Perfect and Real,RayStoeve,MWCartozianWilson,2021-04-27,English,8.436,4.0,1.0,444
Black Wings Beating,AlexLondon,"MichaelCrouch,BrittanyPressley",2018-09-25,English,1.608,5.0,1.0,507
The Girl from the Sea,MollyKnoxOstertag,"ShannonTyo,KristenSieh,M.J.Kang,",2021-06-07,English,7.032,5.0,1.0,85
Chainbreaker,TaraSim,GaryFurlong,2018-02-01,English,9.84,4.0,1.0,629
Her Royal Highness,RachelHawkins,KarissaVacker,2019-07-05,English,15.072000000000001,4.5,14.0,463
The Henna Wars,AdibaJaigirdar,PriyaAyyar,2020-12-05,English,13.872,4.0,13.0,496
The Passing Playbook,IsaacFitzsimons,JamieK.Brown,2021-03-06,English,7.38,5.0,1.0,420
Blessed Monsters,EmilyA.Duncan,"NatashaSoudek,TristanMorris",2021-06-04,English,2.652,3.0,1.0,1119
Suicide Notes,MichaelThomasFord,JoeCaron,2010-12-01,English,8.016,5.0,1.0,338
Keeping You a Secret,JulieAnnePeters,RebekahLevin,2013-11-06,English,8.016,4.0,5.0,382
These Witches Don't Burn,IsabelSterling,KristenDiMercurio,2019-05-28,English,15.072000000000001,4.5,5.0,588
The Music of What Happens,BillKonigsberg,"JoelFroomkin,AnthonyRayPerez",2019-02-26,English,7.872,5.0,1.0,557
The Inexplicable Logic of My Life,BenjaminA.Sáenz,RobbieDaymond,2017-07-03,English,16.584,5.0,3.0,709
Firestarter,TaraSim,GaryFurlong,2019-01-15,English,8.4,4.0,1.0,698
Please Send Help,"GabyDunn,AllisonRaskin","GabyDunn,AllisonRaskin",2019-07-16,English,1.608,5.0,1.0,301
Phoenix Flame,SaraHolland,KateHandford,2021-04-03,English,3.636,4.0,1.0,584
Camp,L.C.Rosen,DrewCaiden,2020-05-28,English,7.38,5.0,5.0,621
Hot Dog Girl,JenniferDugan,BrittanyPressley,2019-04-30,English,12.06,4.0,3.0,449
If I Was Your Girl,MeredithRusso,SamiaMounts,2016-04-08,English,7.152,3.0,1.0,419
Darius the Great Deserves Better,AdibKhorram,MichaelLeviHarris,2020-08-25,English,15.072000000000001,4.5,2.0,457
Highly Illogical Behavior,JohnCoreyWhaley,"RobbieDaymond,JuliaWhelan",2016-10-05,English,13.872,5.0,1.0,377
The Miseducation of Cameron Post,EmilyM.Danforth,BethLaufer,2013-04-06,English,12.036,5.0,2.0,857
We Contain Multitudes,SarahHenstra,"MatthewGouveia,TonyKim",2019-05-14,English,6.0,4.5,2.0,555
"Technically, You Started It",LanaWoodJohnson,"KatieKoster,ChristianBarillas,Others",2019-06-25,English,5.904,3.5,2.0,309
Burn,PatrickNess,JonieceAbbott-Pratt,2020-05-15,English,15.936,3.5,2.0,627
The Boy in the Red Dress,KristinLambert,SophieAmoss,2020-12-05,English,15.072000000000001,5.0,1.0,595
Havenfall,SaraHolland,KateHandford,2020-03-03,English,8.016,4.0,1.0,737
Reverie,RyanLaSala,MichaelCrouch,2019-03-12,English,11.256,5.0,1.0,677
This Coven Won't Break,IsabelSterling,KristenDiMercurio,2020-05-19,English,15.072000000000001,5.0,2.0,547
Tarnished Are the Stars,RosieeThor,RosieJones,2019-10-22,English,7.032,4.5,2.0,663
Empress of the World,SaraRyan,LaurenDavis,2019-01-22,English,9.048,4.0,1.0,295
The Rest of Us Just Live Here,PatrickNess,JamesFouhey,2015-08-27,English,11.16,4.0,1.0,384
Timekeeper,TaraSim,GaryFurlong,2017-02-14,English,9.84,4.0,1.0,528
Verona Comics,JenniferDugan,"MichaelCrouch,TaylorMeskimen,RebeccaSoler",2020-04-21,English,13.872,4.0,1.0,512
A Court of Mist and Fury,SarahJ.Maas,JenniferIkeda,2016-03-05,English,16.884,5.0,37.0,1396
All the Bright Places,JenniferNiven,"KirbyHeyborne,AriadneMeyers",2015-06-01,English,15.072000000000001,4.5,32.0,664
Turtles All the Way Down,JohnGreen,KateRudd,2017-10-10,English,8.196,4.5,97.0,431
Rule of Wolves,LeighBardugo,LaurenFortgang,2021-03-30,English,12.036,5.0,26.0,1064
Throne of Glass,SarahJ.Maas,ElizabethEvans,2021-01-28,English,6.828,4.5,22.0,783
A Court of Wings and Ruin,SarahJ.Maas,AmandaLeighCobb,2017-02-05,English,12.66,4.5,20.0,1509
Catching Fire,SuzanneCollins,TatianaMaslany,2019-06-17,English,7.872,4.5,59.0,663
A Court of Thorns and Roses,SarahJ.Maas,JenniferIkeda,2018-01-02,English,11.388,4.5,51.0,967
Tower of Dawn,SarahJ.Maas,ElizabethEvans,2017-05-09,English,14.040000000000001,5.0,12.0,1359
Mockingjay,SuzanneCollins,TatianaMaslany,2019-06-19,English,7.872,4.5,50.0,679
Six of Crows,LeighBardugo,"JaySnyder,BrandonRubin,FredBerman,",2015-09-29,English,12.036,4.5,137.0,904
Crown of Midnight,SarahJ.Maas,ElizabethEvans,2021-01-28,English,6.828,5.0,9.0,763
Empire of Storms,SarahJ.Maas,ElizabethEvans,2016-06-09,English,16.056,4.5,24.0,1518
King of Scars,LeighBardugo,LaurenFortgang,2019-01-29,English,12.036,4.5,23.0,973
Looking for Alaska,JohnGreen,WilWheaton,2019-09-24,English,12.06,4.5,86.0,400
To Kill a Kingdom,AlexandraChristo,"JacobYork,StephanieWillis",2018-03-05,English,15.936,4.5,18.0,720
Daughter of the Pirate King,TriciaLevenseller,MarisaCalin,2017-07-18,English,1.608,4.5,7.0,445
Ruin and Rising,LeighBardugo,LaurenFortgang,2014-06-17,English,10.032,4.5,65.0,657
The Inheritance Games,JenniferLynnBarnes,ChristieMoreau,2020-03-09,English,10.656,4.0,22.0,644
Truly Devious,MaureenJohnson,KateRudd,2018-01-16,English,18.228,4.5,22.0,612
Boots Belts Berets,TanushreePodder,RannvijaySinghSingha,2019-08-27,English,0.0,4.5,158.0,419
A Castle in the Clouds,"KerstinGier,RomyFursland-translator",MarisaCalin,2020-01-28,English,2.172,4.5,3.0,592
Before the Devil Breaks You,LibbaBray,JanuaryLaVoy,2017-03-10,English,18.084,4.5,20.0,1286
Children of Blood and Bone,TomiAdeyemi,BahniTurpin,2018-08-03,English,3.876,4.5,21.0,1064
The Diviners,LibbaBray,JanuaryLaVoy,2012-09-18,English,14.472,4.5,49.0,1094
Lair of Dreams,LibbaBray,JanuaryLaVoy,2015-08-25,English,18.084,4.5,21.0,1213
The Hate U Give,AngieThomas,BahniTurpin,2019-07-02,English,7.74,4.5,40.0,699
City of Ashes,CassandraClare,NatalieMoore,2010-09-21,English,11.244,4.0,15.0,739
The Sun Is Also a Star,NicolaYoon,"BahniTurpin,RaymondLee,DominicHoffman",2016-01-11,English,13.872,4.5,44.0,484
When Dimple Met Rishi,SandhyaMenon,"SnehaMathan,VikasAdam",2017-05-30,English,14.064,4.0,30.0,645
Queen of Shadows,SarahJ.Maas,ElizabethEvans,2015-01-09,English,14.040000000000001,4.5,19.0,1243
Dance of Thieves,MaryE.Pearson,"KarissaVacker,JamesPatrickCronin,AnnMarieLee",2018-07-08,English,16.584,4.5,9.0,987
The Red Palace,JuneHur,MichelleH.Lee,2022-01-25,English,15.072000000000001,5.0,1.0,521
Fangirl,RainbowRowell,"MaxwellCaulfield,RebeccaLowman",2016-10-20,English,3.876,4.0,32.0,769
Geekerella,AshleyPoston,"EileenStevens,TristanMorris",2017-04-04,English,9.84,4.0,15.0,632
The Assassin's Blade,SarahJ.Maas,ElizabethEvans,2021-01-04,English,4.0920000000000005,4.5,10.0,772
A Court of Frost and Starlight,SarahJ.Maas,AmandaLeighCobb,2018-07-06,English,6.828,4.5,13.0,383
The Hand on the Wall,MaureenJohnson,KateRudd,2020-01-21,English,16.2,4.5,14.0,516
A Curse So Dark and Lonely,BrigidKemmerer,"KateHandford,DavisBrooks,MattReeves",2020-07-01,English,8.016,4.0,16.0,891
Holding Up the Universe,JenniferNiven,"JorjeanaMarie,RobbieDaymond",2016-04-10,English,15.072000000000001,4.0,8.0,543
Treasure Island,RobertLouisStevenson,DavidBuck,2008-11-07,English,6.696,3.0,3.0,410
Heir of Fire,SarahJ.Maas,ElizabethEvans,2021-02-09,English,10.932,5.0,4.0,1076
P.S. I Still Love You,JennyHan,AliAhn,2020-01-14,English,9.84,4.5,22.0,531
When You Get the Chance,EmmaLord,JesseVilinsky,2022-04-01,English,1.608,5.0,1.0,618
Sword Art Online 2: Aincrad (Light Novel),RekiKawahara,"BrycePapenbrook,CheramiLeigh",2021-10-19,English,6.0,5.0,1.0,466
"The Saga of Tanya the Evil, Vol. 1","ShinobuShinotsuki,CarloZen",MonicaRial,2021-11-16,English,6.0,5.0,1.0,715
Redemptor,JordanIfueko,JonieceAbbott-Pratt,2021-08-17,English,15.936,5.0,3.0,795
A Thousand Li: The Second Sect: A Xianxia Cultivation Epic,TaoWong,TravisBaldree,2021-01-06,English,10.032,4.5,2.0,711
The Giver,LoisLowry,RonRifkin,2003-07-11,English,9.036,4.0,2.0,289
Kisses and Croissants,Anne-SophieJouhanneau,ImaniJadePowers,2021-06-04,English,15.072000000000001,4.0,5.0,588
The Ghost Bride,YangszeChoo,YangszeChoo,2021-05-25,English,10.02,4.0,4.0,720
"Solo Leveling, Vol. 2 (Novel)",Chugong,KiHongLee,2021-10-19,English,6.0,5.0,4.0,492
Way of the Warrior Kid,JockoWillink,"ThorWillink,JockoWillink",2017-02-05,English,0.888,5.0,3.0,176
Gilded,MarissaMeyer,RebeccaSoler,2021-02-11,English,12.756,5.0,1.0,934
Thirteen Reasons Why,JayAsher,"DebraWiseman,JoelJohnstone",2007-01-10,English,10.548,4.5,39.0,384
Starred Tower,RyanDeBruyn,"SteveCampbell,AndreaParsneau",2021-08-07,English,10.032,5.0,1.0,972
These Hollow Vows,LexiRyan,CaseyHolloway,2021-07-22,English,14.064,5.0,4.0,788
"The Saga of Tanya the Evil, Vol. 2 (Light Novel)",CarloZen,ShiromiArserio,2022-11-01,English,6.0,5.0,1.0,815
The Heart Forger,RinChupeco,"EmilyWooZeller,WillDamron",2018-03-20,English,12.648,4.5,2.0,819
9 from the Nine Worlds,RickRiordan,"StephenGraybill,DevonSorvari,NickChamian,",2018-02-10,English,7.38,5.0,9.0,184
The Alchemyst,MichaelScott,DenisO'Hare,2007-05-14,English,12.06,4.5,11.0,602
Clap When You Land,ElizabethAcevedo,"ElizabethAcevedo,Melania-LuisaMarte",2020-05-05,English,8.196,4.5,24.0,332
Sword Art Online 1: Aincrad (Light Novel),RekiKawahara,BrycePapenbrook,2021-10-08,English,6.0,5.0,2.0,483
How We Fall Apart,KatieZhao,NatalieNaudus,2021-08-17,English,7.6080000000000005,4.0,1.0,424
What Once Was Mine,LizBraswell,RachelKimsey,2021-07-09,English,8.424,5.0,1.0,623
The Girl and the Goddess,NikitaGill,NikitaGill,2020-01-10,English,10.656,4.0,1.0,412
Archenemies,MarissaMeyer,"DanBittner,RebeccaSoler",2021-06-05,English,12.756,5.0,1.0,873
Snakehead,AnthonyHorowitz,DanStevens,2020-01-31,English,7.74,5.0,2.0,546
Star Wars: Ahsoka,E.K.Johnston,AshleyEckstein,2016-11-10,English,15.072000000000001,5.0,18.0,424
"Again, but Better",ChristineRiccio,BrittanyPressley,2019-07-05,English,2.172,4.5,2.0,757
Renegades,MarissaMeyer,"DanBittner,RebeccaSoler",2021-01-05,English,12.756,5.0,2.0,1019
House of Hollow,KrystalSutherland,EleanorBennett,2021-08-04,English,15.936,4.5,7.0,557
The Way of the Sword,ChrisBradford,JoeJameson,2017-05-16,English,6.828,5.0,1.0,556
Dark Shores,DanielleL.Jensen,"JeanetteIllidge,JeremyArthur",2019-07-05,English,2.172,4.5,2.0,741
Stalking Jack the Ripper,"KerriManiscalco,JamesPattersonforeword",NicolaBarber,2018-08-14,English,6.0,4.5,15.0,566
Vow of Thieves,MaryE.Pearson,"KarissaVacker,JamesPatrickCronin,AnnMarieLee",2019-06-08,English,16.584,4.0,3.0,891
The Dead Boyfriend,R.L.Stine,BrittanyPressley,2021-06-29,English,1.608,5.0,1.0,339
Excuse Me While I Ugly Cry,JoyaGoffney,JordanCobb,2021-04-05,English,15.936,5.0,1.0,579
Paradise Island,"SamGolbach,ColbyBrock,GabyTriana","JoshHurley,JasonKeller",2021-06-04,English,8.016,4.0,1.0,493
Kate in Waiting,BeckyAlbertalli,BebeWood,2021-04-22,English,7.38,4.5,3.0,550
Paper Towns,JohnGreen,DanJohnMiller,2019-09-24,English,13.872,4.0,22.0,480
Within These Wicked Walls,LaurenBlackwood,NnekaOkoye,2021-10-19,English,2.172,2.0,1.0,534
This Might Get Awkward,KaraMcDowell,RebaBuhr,2022-01-03,English,7.872,5.0,1.0,508
Supernova,MarissaMeyer,"DanBittner,RebeccaSoler",2021-01-05,English,12.756,4.0,1.0,992
Demigods Academy Box Set: The Complete Series,"ElisaS.Amore,KieraLegend","VanessaMoyen,StephenDexter",2020-07-29,English,10.032,2.5,2.0,985
Sister of the Bollywood Bride,NandiniBajpai,SoneelaNankani,2021-05-25,English,6.0,4.0,2.0,507
The Adventures of Tom Sawyer,MarkTwain,LeeHoward,2019-06-08,English,0.384,5.0,4.0,423
The Vanishing Stair,MaureenJohnson,KateRudd,2019-01-22,English,18.228,5.0,18.0,553
More Than This,PatrickNess,NickPodehl,2013-10-30,English,9.84,4.0,1.0,661
How the King of Elfhame Learned to Hate Stories,HollyBlack,CaitlinKelly,2020-11-24,English,8.196,4.5,12.0,166
Four,VeronicaRoth,AaronStanford,2014-08-07,English,13.5,4.0,4.0,393
Four Dead Queens,AstridScholte,"AmyShiels,ElizabethKnowelden",2019-02-26,English,16.584,4.5,2.0,692
Dark Skies,DanielleL.Jensen,"DeVanteJohnson,StephanieWillis",2020-05-05,English,2.652,5.0,1.0,1016
Anna K,JennyLee,JennaUshkowitz,2020-05-03,English,7.38,4.0,6.0,819
Phantom Heart,KellyCreagh,"EmilyEllet,TomBerkeley,MichaelCrouch",2021-08-17,English,16.584,5.0,1.0,822
Medusa,JessieBurton,AlishaBailey,2021-10-28,English,9.564,5.0,1.0,221
To All the Boys I've Loved Before,JennyHan,AliAhn,2020-01-14,English,9.84,4.5,21.0,524
A Crown of Wishes,RoshaniChokshi,PriyaAyyar,2017-03-28,English,2.172,5.0,1.0,825
Lost in the Never Woods,AidenThomas,AviRoque,2021-03-23,English,2.172,3.5,2.0,734
The Ask and the Answer,PatrickNess,HumphreyBower,2011-06-14,English,9.84,4.5,6.0,824
A Heart so Fierce and Broken,BrigidKemmerer,"MelissaBayern,MattReeves,KateHandford,",2020-07-01,English,8.016,4.0,6.0,808
Again Again,E.Lockhart,TaviaGilbert,2020-02-06,English,15.936,3.0,1.0,367
"The Secret Diary of Adrian Mole, Aged 13 3/4",SueTownsend,NicholasBarnes,2015-04-06,English,4.776,3.5,6.0,316
What Happened That Night,DeannaCameron,KatieBeudert,2019-07-11,English,7.38,5.0,2.0,596
The Kiss of Deception,MaryE.Pearson,"EmilyRankin,RyanGesell,KimMaiGuest,",2014-07-10,English,16.584,4.0,5.0,811
The Twisted Ones,"KiraBreed-Wrisley,ScottCawthon",SuzanneEliseFreeman,2017-01-07,English,7.032,5.0,3.0,493
Take Me Home Tonight,MorganMatson,"AudreyDaly,KatieSnyder",2021-04-05,English,10.032,5.0,1.0,759
My Epic Spring Break (Up),KristinRockaway,TaylorMeskimen,2021-06-04,English,12.06,5.0,1.0,416
Firekeeper's Daughter,AngelineBoulley,IsabellaStarLaBlanc,2021-01-04,English,10.02,4.0,9.0,853
Into the Pit,"ScottCawthon,ElleyCooper",SuzanneFreeman,2019-12-26,English,7.032,5.0,7.0,301
Small Favors,ErinA.Craig,RachelMusic,2021-07-27,English,16.584,4.5,5.0,861
Curses,LishMcBride,JayneEntwistle,2021-07-20,English,16.584,4.0,1.0,808
Thunderhead,NealShusterman,GregTremblay,2018-09-01,English,10.032,5.0,26.0,782
The Sky Is Everywhere,JandyNelson,JuliaWhelan,2010-09-03,English,7.032,4.5,2.0,430
A Sky Beyond the Storm,SabaaTahir,"JoeGaminara,SamanthaSutherland,AyshaKala,",2020-10-12,English,6.6000000000000005,4.5,12.0,954
The Dark Descent of Elizabeth Frankenstein,KierstenWhite,KatharineLeeMcEwan,2018-09-25,English,15.072000000000001,4.5,3.0,615
Hunting Prince Dracula,KerriManiscalco,NicolaBarber,2017-09-19,English,6.0,4.5,14.0,718
The Taking of Jake Livingston,RyanDouglass,"KevinR.Free,MichaelCrouch",2021-07-13,English,15.072000000000001,4.5,4.0,450
The Magpie Society,"AmyMcCulloch,ZoeSugg","JillWinternitz,KatieLeung,LaurenceDobiesz,",2020-10-29,English,10.656,4.5,5.0,497
New Avengers: Breakout,"AlisaKwitney,Marvel",RichardRohan,2019-10-09,English,8.436,5.0,1.0,271
A Vow So Bold and Deadly,BrigidKemmerer,"MelissaBayern,KateHandford,DavisBrooks,",2021-01-26,English,3.636,2.5,3.0,756
The Lives of Saints,"LeighBardugo,DanielJ.Zollinger-illustrator","BenBarnes,LaurenFortgang",2020-08-12,English,0.888,4.5,6.0,134
Lovely War,JulieBerry,"JayneEntwistle,AllanCorduner,JulieBerry,",2019-05-03,English,16.584,4.5,13.0,777
Dash & Lily's Book of Dares,"DavidLevithan,RachelCohn","RyanGesell,TaraSands",2020-12-11,English,6.828,5.0,1.0,400
Zero O’Clock,C.J.Farley,ErinRuthWalker,2021-07-09,English,8.016,3.5,2.0,547
Batman: Nightwalker,MarieLu,WillDamron,2018-04-01,English,8.196,4.0,14.0,519
Words on Bathroom Walls,JuliaWalton,"ChristopherGebauer,RobertFass,JuliaWalton",2018-10-07,English,10.848,4.5,5.0,391
The Princess and the Fangirl,AshleyPoston,"EileenStevens,EmilyLawrence,CaitlinDavies",2019-02-04,English,7.296,4.0,4.0,543
Brisingr,ChristopherPaolini,GerardDoyle,2008-09-20,English,18.084,5.0,4.0,1774
None Shall Sleep,EllieMarney,"ChristineLakin,MaxwellHamilton,ZachVilla,",2020-01-09,English,6.0,4.5,2.0,679
The Summer of Lost Letters,HannahReynolds,ImaniJadePowers,2021-06-15,English,16.584,3.0,1.0,753
The Lost Girl,R.L.Stine,"BrittanyPressley,DanBittner",2021-06-29,English,1.608,5.0,1.0,302
Neverworld Wake,MarishaPessl,PhoebeStrole,2019-02-14,English,7.74,3.5,2.0,526
Miss Peregrine's Home for Peculiar Children,RansomRiggs,JesseBernstein,2011-06-13,English,12.06,4.0,4.0,582
The Too-Clever Fox,LeighBardugo,LaurenFortgang,2014-08-19,English,1.2,4.0,1.0,36
Breathless,JenniferNiven,JesseVilinsky,2020-09-29,English,10.656,5.0,3.0,776
The Amazing Maurice and his Educated Rodents,TerryPratchett,TonyRobinson,2007-02-22,English,7.38,5.0,1.0,187
Monsters of Men,PatrickNess,HumphreyBower,2011-06-21,English,11.244,4.0,4.0,932
I Remember Abbu,"HumayunAzad,ArunavaSinha-translator",DeeptiGupta,2019-04-23,English,6.024,5.0,1.0,170
