name,author,narrator,releasedate,language,price,rating_stars,n_ratings,time_mins
Assassin's Creed: Gold,AnthonyDelCol,"RizAhmed,JohnChancer,RayFearon,",2020-02-27,English,9.108,4.5,70.0,280
The Martian,AndyWeir,WilWheaton,2020-01-01,English,14.052,5.0,274.0,659
Warbreaker,BrandonSanderson,AlyssaBresnahan,2017-08-12,English,11.844,4.5,95.0,1496
Ready Player One,ErnestCline,WilWheaton,2012-05-04,English,11.484,4.5,170.0,940
"20,000 Leagues Under the Sea",JulesVerne,DavidLinski,2017-10-24,English,10.032,4.5,7.0,673
The Rise of Endymion,DanSimmons,VictorBevine,2009-01-20,English,10.032,4.5,10.0,1787
Relentless,MarkGreaney,JaySnyder,2021-02-16,English,14.052,4.5,6.0,939
Sleeping Giants,SylvainNeuvel,"AndySecombe,ChristopherRagland,CharlieAnson,",2016-04-21,English,9.84,4.5,55.0,507
Columbus Day,CraigAlanson,R.C.Bray,2016-12-13,English,15.468,4.5,21.0,983
Snow Crash,NealStephenson,JonathanDavis,2000-12-31,English,14.064,4.5,23.0,1023
Armageddon,CraigAlanson,R.C.Bray,2019-05-11,English,18.084,5.0,8.0,1071
Kenobi: Star Wars Legends,JohnJacksonMiller,JonathanDavis,2013-08-27,English,13.572000000000001,5.0,7.0,816
The Orbs Series Box Set: Books 1-4,"NicholasSansburySmith,AnthonyJ.Melchiorri",BronsonPinchot,2021-08-06,English,21.096,3.5,11.0,2197
A Torch Against the Night,SabaaTahir,"AyshaKala,JackFarrar,SamanthaSutherland",2016-08-09,English,6.6240000000000006,4.5,19.0,856
False Impression,JeffreyArcher,LoreleiKing,2014-06-19,English,3.876,4.5,29.0,629
Elantris,BrandonSanderson,JackGarrett,2012-01-07,English,11.88,4.5,41.0,1722
The Quest,WilburSmith,MarkMeadows,2019-01-31,English,11.844,5.0,2.0,1573
Persepolis Rising,JamesS.A.Corey,JeffersonMays,2017-07-12,English,11.88,5.0,11.0,1234
A Wild Sheep Chase,HarukiMurakami,DexterGalang,2020-10-29,English,10.656,4.5,12.0,559
Executive Orders,TomClancy,MichaelPrichard,2014-05-03,English,12.648,4.5,13.0,3085
Battlefield Earth,L.RonHubbard,"JoshClark,ScottMenville,FredTatascorie,",2016-06-06,English,16.884,5.0,1.0,2847
Waking Gods,SylvainNeuvel,"AndySecombe,AdnaSablyich,LaurelLefkow,",2017-06-04,English,9.84,4.5,38.0,548
Gideon the Ninth,TamsynMuir,MoiraQuirk,2019-10-09,English,14.064,4.5,9.0,1010
The Seventh Scroll,WilburSmith,MarkMeadows,2019-01-31,English,11.844,5.0,2.0,1487
Heir of Novron,MichaelJ.Sullivan,TimGerardReynolds,2012-08-08,English,16.884,5.0,39.0,1908
The Light of All That Falls,JamesIslington,MichaelKramer,2019-10-12,English,18.084,5.0,14.0,1839
Rogues,"NeilGaiman-contributor,GeorgeR.R.Martin-editor,GillianFlynn-contributor,","JanisIan,RupertDegas,IainGlen,",2014-06-17,English,16.584,4.5,4.0,1875
Scholar of Magic,MichaelG.Manning,TimGerardReynolds,2021-02-16,English,18.084,5.0,10.0,1286
House of Earth and Blood,SarahJ.Maas,ElizabethEvans,2020-03-03,English,10.476,4.5,94.0,1670
Chandrakanta (Hindi Edition),DevkiNandanKhatri,ManishSinghal,2021-07-19,Hindi,0.0,4.5,15.0,761
Devil's Cub,GeorgetteHeyer,MichaelMaloney,2021-04-02,English,10.656,5.0,6.0,546
An Ember in the Ashes,SabaaTahir,"AyshaKala,JackFarrar",2015-04-06,English,6.6240000000000006,4.5,19.0,836
Clear and Present Danger,TomClancy,MichaelPrichard,2014-01-31,English,12.648,4.5,7.0,1807
Super Powereds: Year 3,DrewHayes,KyleMcCarley,2016-08-23,English,19.692,5.0,4.0,2460
Doctor Strange: The Fate of Dreams,"DevinGrayson,Marvel",RichardRohan,2019-10-22,English,8.436,5.0,5.0,416
Divergence,TurtleMe,TravisBaldree,2020-10-11,English,16.080000000000002,5.0,10.0,908
The City of Brass,S.A.Chakraborty,SoneelaNankani,2018-08-03,English,5.892,4.5,8.0,1176
A Matter of Honour,JeffreyArcher,JohnLee,2014-10-23,English,3.876,4.5,21.0,608
The Feast of Roses,InduSundaresan,SnehaMathan,2007-03-29,English,11.244,4.5,30.0,1063
Thrawn (Star Wars),TimothyZahn,MarcThompson,2017-11-04,English,15.072000000000001,5.0,18.0,1016
The Crown Tower,MichaelJ.Sullivan,TimGerardReynolds,2013-06-08,English,11.256,5.0,20.0,769
Black Ops,CraigAlanson,R.C.Bray,2017-09-26,English,16.080000000000002,4.5,9.0,1004
Where Eagles Dare,AlistairMacLean,JonathanOliver,2017-06-07,English,5.892,4.5,7.0,551
Iron Prince,"BryceO'Connor,LukeChmilenko",LukeDaniels,2021-03-23,English,24.12,5.0,3.0,2035
The Dispatcher,JohnScalzi,ZacharyQuinto,2016-04-10,English,3.192,4.0,19.0,138
Super Powereds: Year 2,DrewHayes,KyleMcCarley,2016-11-07,English,18.288,5.0,2.0,1924
Call of the Raven,WilburSmith,ElliotChapman,2020-03-09,English,8.652000000000001,5.0,2.0,806
"Solo Leveling, Vol. 1 (Novel)",Chugong,KiHongLee,2021-07-13,English,6.0,4.5,6.0,492
Zero Hour,CraigAlanson,R.C.Bray,2018-06-02,English,18.084,5.0,6.0,1040
The Moneychangers,ArthurHailey,DavidStifel,2020-07-04,English,8.436,4.5,9.0,1125
SpecOps,CraigAlanson,R.C.Bray,2017-07-03,English,16.080000000000002,4.5,8.0,950
The Pillars of Creation,TerryGoodkind,JimBond,2008-05-13,English,12.06,5.0,1.0,1339
Ghazghkull Thraka: Prophet Waaagh!,NateCrowley,"KellyHotten,PaulPutner,JonRand",2022-12-03,English,9.108,5.0,1.0,450
An Echo of Things to Come,JamesIslington,MichaelKramer,2017-08-22,English,16.080000000000002,5.0,17.0,1588
Never Go Back,LeeChild,JeffHarding,2013-08-29,English,11.484,4.5,10.0,705
Patriot Games,TomClancy,MichaelPrichard,2014-01-27,English,12.648,4.5,16.0,1206
Transcendence,TurtleMe,TravisBaldree,2020-11-08,English,16.080000000000002,5.0,8.0,911
Star Wars: Heir to the Empire,TimothyZahn,MarcThompson,2011-06-09,English,13.572000000000001,4.5,19.0,789
Neuromancer,WilliamGibson,JasonFlemyng,2021-07-13,English,7.74,4.5,3.0,512
Brushfire,CraigAlanson,R.C.Bray,2020-12-15,English,20.1,5.0,9.0,1158
Golden Son,PierceBrown,TimGerardReynolds,2015-02-04,English,11.88,5.0,1.0,1142
The Wandering Inn,pirateaba,AndreaParsneau,2019-10-09,English,18.084,4.0,3.0,2590
Hedgewitch,TerryMancour,JohnLee,2022-01-02,English,24.12,4.5,2.0,1248
Seven Rules of Time Travel,RoyHuff,ChristopherLane,2020-12-15,English,14.064,5.0,1.0,445
The Power of Six,PittacusLore,"NeilKaplan,MarisolRamirez",2011-10-24,English,9.024000000000001,5.0,1.0,670
Full Force and Effect,MarkGreaney,ScottBrick,2014-02-12,English,15.072000000000001,5.0,6.0,1155
Command Authority,TomClancy,LouDiamondPhillips,2013-03-12,English,12.648,5.0,5.0,1073
Dirk Gently's Holistic Detective Agency,DouglasAdams,StephenMangan,2021-10-14,English,3.876,4.5,2.0,478
Red Storm Rising,TomClancy,MichaelPrichard,2014-01-30,English,12.648,4.5,5.0,1860
A Psalm for the Wild-Built,BeckyChambers,EmmettGrosland,2021-07-13,English,0.888,4.0,4.0,248
Dune: The Butlerian Jihad,"KevinJAnderson,BrianHerbert",ScottBrick,2021-11-25,English,13.656,4.0,1.0,1438
The Four-Part Key,MichaelWisehart,TimGerardReynolds,2021-12-14,English,24.12,5.0,1.0,2136
Lux,"BrandonSanderson,StevenMichaelBohls",MacLeodAndrews,2021-07-22,English,14.052,3.0,2.0,834
The Long Dark Tea-Time of the Soul,DouglasAdams,StephenMangan,2021-10-14,English,3.876,4.0,1.0,466
Orphan X,GreggHurwitz,ScottBrick,2016-09-27,English,9.516,4.0,7.0,676
He Who Fights with Monsters 4,"Shirtaloon,TravisDeverell",HeathMiller,2021-12-28,English,24.12,5.0,4.0,1340
Red Metal,"MarkGreaney,LieutenantColonelHunterRipleyRawlingsIV-USMC",MarcVietor,2019-07-16,English,14.040000000000001,4.5,3.0,1281
The Division: Hearts on Fire,"TomClancy,KcWayland","KateeSackhoff,ShannonWoodward,IntaeKim,",2021-07-15,English,9.108,4.0,7.0,330
The Second Storm: A Xianxia Fantasy Epic,TaoWong,TravisBaldree,2021-11-29,English,8.016,5.0,1.0,576
Viridian Gate Online: Crimson Alliance,JamesHunter,ArmenTaylor,2017-08-14,English,10.032,5.0,1.0,629
Only Human,SylvainNeuvel,"SylvainNeuvel,WilliamHope,CharlieAnson,",2018-03-05,English,8.196,4.5,27.0,521
The New Kingdom,"WilburSmith,MarkChadbourn-contributor",AmirEl-Masry,2021-02-09,English,16.86,5.0,1.0,800
Clive Cussler's the Devil's Sea,DirkCussler,ScottBrick,2021-11-11,English,10.656,4.0,1.0,623
Alien: Covenant Origins,AlanDeanFoster,TomTaylorson,2017-09-26,English,9.84,4.0,1.0,511
The Naked Face & The Stars Shine Down,SidneySheldon,"RogerMoore,RoddyMcDowall",2016-09-08,English,7.0200000000000005,4.0,3.0,319
Of Blood and Fire,RyanCahill,DerekPerkins,2021-05-10,English,16.080000000000002,4.0,1.0,983
Defiance of the Fall,"TheFirstDefier,JFBrink",PaviProczko,2021-08-06,English,12.036,5.0,2.0,1409
Fight Club,ChuckPalahniuk,JimColby,2008-03-09,English,4.464,4.5,17.0,334
He Who Fights with Monsters 3,"Shirtaloon,TravisDeverell",HeathMiller,2021-07-09,English,24.12,5.0,7.0,1479
Dune: Paul of Dune,"KevinJAnderson,BrianHerbert",ScottBrick,2021-11-18,English,11.388,5.0,1.0,1115
Star Wars: The Fallen Star,ClaudiaGray,MarcThompson,2022-04-01,English,10.656,4.5,3.0,811
Night Watch,TerryPratchett,StephenBriggs,2007-06-07,English,9.84,5.0,9.0,640
Mark of the Founder: A litRPG Saga,JamesT.Callum,EricMichaelSummerer,2021-03-16,English,24.12,5.0,3.0,1773
River God,WilburSmith,MarkMeadows,2019-01-31,English,13.656,4.5,5.0,1716
Twenty Thousand Leagues Under the Sea,JulesVerne,AlanMunro,2017-01-13,English,1.4040000000000001,4.5,4.0,1077
The Extinction Survival Series Box Set,WaltBrowning,BronsonPinchot,2022-01-24,English,21.648,5.0,1.0,2280
The Last Light,pirateaba,AndreaParsneau,2021-11-23,English,24.12,5.0,2.0,3137
The 6th Extinction,JamesRollins,ChristianBaskous,2021-08-31,English,12.66,5.0,1.0,899
"Oh, Great! I Was Reincarnated as a Farmer",BenjaminKerei,TravisBaldree,2021-09-14,English,20.1,5.0,1.0,1070
Sidney Sheldon's Reckless,"SidneySheldon,TillyBagshawe",MichaelKramer,2015-11-19,English,5.892,4.5,7.0,664
Dark Age,PierceBrown,"TimGerardReynolds,JohnCurless,MoiraQuirk,",2019-07-31,English,16.884,5.0,7.0,2038
The First Wall,GavThorpe,JonathanKeeble,2020-02-29,English,13.656,4.0,4.0,764
Tiamat's Wrath,JamesS.A.Corey,JeffersonMays,2019-03-26,English,15.468,5.0,24.0,1148
Reincarnated as the Last of My Kind: Volume 2,KiriKomori,"CassandraMorris,GrahamHalstead",2021-11-16,English,12.06,4.5,2.0,461
Defiance of the Fall 3,"TheFirstDefier,JFBrink",PaviProczko,2021-11-30,English,12.036,4.0,1.0,1474
The Finish Line,KateStewart,"MaxineMitchell,JoeArden",2021-03-08,English,16.080000000000002,4.0,1.0,879
Defiance of the Fall 2,"TheFirstDefier,JFBrink",PaviProczko,2021-10-08,English,12.036,4.0,1.0,1470
Invisible Sun,CharlesStross,KateReading,2021-09-30,English,3.876,5.0,2.0,1109
The Exiled Fleet,J.S.Dewes,"AndrewEiden,NicolZanzarella",2021-08-17,English,2.652,5.0,1.0,1128
Wagga,AlexKozlowski,GrantCartwright,2021-12-10,English,16.080000000000002,4.0,1.0,940
Initialization,"FromHell,OppaTranslations-translator",TravisBaldree,2021-12-10,English,14.064,5.0,1.0,642
The Starless Crown,JamesRollins,"JamesRollins,NicolaBarber",2022-04-01,English,3.612,3.0,1.0,1325
Winter Solstice,pirateaba,AndreaParsneau,2021-07-27,English,24.12,5.0,2.0,2054
Will Save the Galaxy for Food,YahtzeeCroshaw,YahtzeeCroshaw,2017-02-14,English,10.032,4.0,8.0,620
Prodigal Son,GreggHurwitz,ScottBrick,2021-04-02,English,10.656,4.0,1.0,822
The Shadows Over Marquette,AlexGilbert,HollieJackson,2022-01-25,English,14.064,5.0,1.0,601
The Last Physicist,DominicStal,"JustinThomasJames,JeffHays,AnnieEllicott",2021-09-23,English,10.032,1.0,1.0,1140
Midnight Days,"AnnaZaires,CharmainePauls","CJBloom,SebastianYork",2021-11-16,English,10.032,4.0,1.0,718
The Curious Incident of the Dog in the Night-Time (Unabridged),MarkHaddon,BenTibber,2005-09-26,English,9.84,4.0,51.0,359
Cause for War,"MichaelAtamanov,AndrewSchmitt-translator",NeilHellegers,2021-05-10,English,8.436,5.0,1.0,654
"The Tale of Princess Fatima, Warrior Woman",MelanieMagidow,DaliaRamahi,2021-03-08,English,10.548,5.0,1.0,383
Warlock,WilburSmith,MarkMeadows,2019-01-31,English,13.656,5.0,3.0,1565
Treasure Girl (Hindi Edition),AbhishekSingh,ChaitaliGupta,2021-02-25,Hindi,8.016,4.0,6.0,497
Battlefield Reclaimer,DavidNorth,TravisBaldree,2022-12-01,English,10.032,5.0,1.0,1095
Geedad Ka Shikar [Jackal Hunt],MirzaAzeemBaigChughtai,SameerGoswami,2022-02-21,Hindi,0.0,5.0,1.0,13
The Chosen Ones,"FromHell,Oppatranslations-translator",TravisBaldree,2022-02-22,English,14.064,5.0,1.0,709
Reborn as a Baron Lord,HanYang,"MarissaParness,AlexPerone",2021-04-05,English,16.080000000000002,1.0,1.0,652
Black Order,JamesRollins,GroverGardner,2021-08-31,English,12.66,5.0,1.0,889
Valkyrie,CraigAlanson,R.C.Bray,2020-04-02,English,18.084,4.5,7.0,1185
Paternus: The Complete Trilogy,DyrkAshton,NikMagill,2020-09-12,English,12.036,3.0,2.0,3703
The Legend of Randidly Ghosthound,"NoretFlood,puddles4263",MacLeodAndrews,2021-09-11,English,24.12,5.0,1.0,1389
Sackett's Land,LouisL'Amour,JohnCurless,1999-12-15,English,7.812,5.0,4.0,314
The Traitor Baru Cormorant,SethDickinson,ChristineMarshall,2015-09-15,English,2.172,3.5,2.0,840
Breakaway,CraigAlanson,R.C.Bray,2021-01-06,English,24.12,4.0,6.0,1162
Minecraft: The Island (Narrated by Jack Black),MaxBrooks,JackBlack,2017-07-19,English,8.196,5.0,11.0,377
Dungeon Born,DakotaKrout,VikasAdam,2017-03-28,English,12.096,3.5,3.0,752
The Kingdoms,NatashaPulley,TheoSolomon,2021-05-27,English,6.828,4.0,1.0,901
"Star Wars: Dark Force Rising: The Thrawn Trilogy, Book 2",TimothyZahn,MarcThompson,2012-06-26,English,14.472,5.0,9.0,896
Never Let Me Down Again,MarkDawson,DavidThorpe,2021-07-29,English,7.74,5.0,1.0,657
Binti,NnediOkorafor,RobinMiles,2015-09-22,English,0.888,5.0,3.0,150
Critical Mass,CraigAlanson,R.C.Bray,2020-04-08,English,20.1,5.0,13.0,1165
Golden Son,PierceBrown,TimGerardReynolds,2015-06-01,English,12.66,4.5,35.0,1143
The Heist,DanielSilva,GeorgeGuidall,2014-07-15,English,18.228,4.5,2.0,727
Alien: Prototype,TimWaggoner,SarahMollo-Christensen,2019-10-29,English,9.84,3.0,1.0,534
Mission Critical,MarkGreaney,JaySnyder,2019-02-19,English,12.036,4.5,14.0,1021
God's Eye: Awakening: A Labyrinth World LitRPG Novel,AleronKong,LukeDaniels,2021-02-02,English,10.032,4.5,2.0,1152
Star Wars: The Old Republic: Revan,DrewKarpyshyn,MarcThompson,2011-11-15,English,13.572000000000001,5.0,10.0,652
"Perdido Street Station: New Crobuzon, Book 1",ChinaMieville,JonathanOliver,2011-08-09,English,13.656,3.5,2.0,1860
The Guns of Navarone,AlistairMacLean,TobyStephens,2010-01-06,English,4.92,3.5,2.0,127
Fugitive Telemetry,MarthaWells,KevinR.Free,2021-04-27,English,7.032,4.5,9.0,264
Tom Clancy’s Target Acquired,DonBentley,ScottBrick,2021-10-06,English,10.656,4.5,3.0,651
He Who Fights with Monsters 2,"Shirtaloon,TravisDeverell",HeathMiller,2021-05-18,English,24.12,5.0,6.0,1321
Damage: An Arranged Marriage Mafia Romance,NatashaKnight,"WenRoss,MackenzieCartwright",2019-10-15,English,8.016,4.0,4.0,430
Flowers of Esthelm,pirateaba,AndreaParsneau,2021-04-27,English,24.12,5.0,2.0,2257
The House of Always,JennLyons,"LaurenFortgang,VikasAdam",2021-05-13,English,3.876,5.0,1.0,1613
Vow of Deception,RinaKent,"JasonClarke,DesireeKetchum",2021-10-03,English,8.016,5.0,2.0,484
Magic Binds,IlonaAndrews,ReneeRaudman,2016-04-10,English,12.06,5.0,1.0,781
Age of Myth [Dramatized Adaptation],MichaelJ.Sullivan,"AmandaForstrom,BradleySmith,CarolynKashner,",2022-03-01,English,11.532,5.0,1.0,686
CivCEO 5,AndrewKarevik,NeilHellegers,2021-11-23,English,7.032,5.0,1.0,487
Magic Triumphs,IlonaAndrews,ReneeRaudman,2018-08-28,English,12.06,5.0,1.0,726
The Twice-Dead King: Ruin,NateCrowley,RichardReed,2021-09-10,English,13.656,5.0,1.0,682
Super Powereds: Year 4,DrewHayes,KyleMcCarley,2018-03-07,English,12.66,3.5,3.0,3637
The Wolftime,GavThorpe,JohnBanks,2021-11-13,English,13.656,4.0,2.0,903
The Burning Shore,WilburSmith,SeanBarrett,2018-12-27,English,11.844,5.0,1.0,1218
Prodigies,ApollosThorne,"CindyKay,DavidShih",2022-01-18,English,24.12,2.0,2.0,2102
The Sum of All Fears,TomClancy,JohnMacDonald,2014-02-18,English,12.648,5.0,10.0,2037
King of Kings,WilburSmith,ElliotChapman,2019-04-04,English,10.476,5.0,2.0,779
The Tao Te Ching,LaoTzu,DanStrutzel,2018-05-31,English,12.036,4.5,5.0,91
Blade Runner,PhilipK.Dick,ScottBrick,2007-11-27,English,10.536,4.5,8.0,552
Protector,ConnIggulden,GeorgeBlagden,2021-05-13,English,10.656,5.0,1.0,772
Exiled Lands,JamesT.Callum,EricMichaelSummerer,2021-08-06,English,24.12,4.0,1.0,2078
The Secret of the Stones,ErnestDempsey,JohnGlouchevitch,2018-06-26,English,7.032,4.0,1.0,562
The Guns of Navarone,AlistairMacLean,JonathanOliver,2017-09-02,English,5.892,5.0,2.0,710
The Mayor of Noobtown,RyanRimmel,JohnathanMcClain,2019-08-13,English,12.06,5.0,2.0,543
No Country for Old Men,CormacMcCarthy,TomStechschulte,2005-07-22,English,10.044,4.5,13.0,449
Kings of the Wyld: Booktrack Edition,NicholasEames,JeffHarding,2020-08-25,English,6.0,5.0,12.0,1066
Heart of Darkness,JosephConrad,FelbriggNapoleonHerriot,2018-05-21,English,2.2800000000000002,4.0,1.0,246
Limitless,AlanGlynn,BryanBounds,2014-05-09,English,15.672,3.5,3.0,687
Agent in Place,MarkGreaney,JaySnyder,2018-02-20,English,16.056,4.5,11.0,986
Aftermath: Star Wars,ChuckWendig,MarcThompson,2015-04-09,English,13.572000000000001,4.0,1.0,736
Jaws,PeterBenchley,ErikSteele,2009-07-04,English,7.308,4.0,3.0,579
Network Effect,MarthaWells,KevinR.Free,2020-05-05,English,11.256,4.5,16.0,768
The Screwtape Letters,C.S.Lewis,JossAckland,2012-12-04,English,3.636,5.0,2.0,238
Airport,ArthurHailey,BJHarrison,2020-05-19,English,9.84,4.5,13.0,1157
The Saints of Salvation,PeterF.Hamilton,JohnLee,2020-10-29,English,3.876,4.5,2.0,1047
The Extinction Trials,A.G.Riddle,JohnSkelley,2021-02-11,English,11.256,3.0,2.0,648
The Sicilian,MarioPuzo,"LarryBrandenburg,JaneBrody,WalterBrody,",2015-09-17,English,8.652000000000001,4.5,9.0,649
The RPG Apocalypse,JeremyChambless,MaksDaniels,2021-10-19,English,14.064,5.0,1.0,622
Player Reached the Top,"RickScar,IngridWolf-translator",JamesFouhey,2021-09-14,English,7.032,4.0,1.0,573
Dance of a Burning Sea,E.J.Mellow,"MadelineLake,NelsonHobbs",2021-10-19,English,12.66,5.0,1.0,1061
Ronin,MarkDawson,DavidThorpe,2021-02-02,English,7.74,5.0,2.0,709
Star Wars: The Clone Wars,KarenTraviss,JeffGurner,2008-09-16,English,10.548,5.0,1.0,467
World Keeper: Era of the Gods,JustinMiller,StephenBelDavies,2022-02-22,English,9.84,3.0,1.0,1214
Gateway,FrederikPohl,"OliverWyman,RobertJ.Sawyer",2009-08-09,English,8.82,2.0,2.0,517
A Dead Djinn in Cairo,P.DjèlíClark,SuehylaEl-Attar,2019-08-27,English,0.156,4.5,3.0,101
Ender's Shadow,OrsonScottCard,"ScottBrick,GabrielledeCuir,fullcast",2005-12-08,English,2.652,4.5,3.0,942
The Duke Heist,EricaRidley,MoiraQuirk,2021-09-02,English,6.0,5.0,3.0,624
Birds of Prey,WilburSmith,SeanBarrett,2019-10-25,English,13.656,4.0,4.0,1594
Locked On,"TomClancy,MarkGreaney",LouDiamondPhillips,2011-12-13,English,12.06,5.0,5.0,1045
Magic Bites,IlonaAndrews,RenéeRaudman,2016-12-30,English,8.016,4.5,3.0,545
Remote Control,NnediOkorafor,AdjoaAndoh,2021-01-19,English,0.888,5.0,1.0,247
Doctor Who: The Witchfinders,JoyWilkinson,SophieAldred,2021-11-03,English,10.656,5.0,1.0,249
The Gate of Bones,AndyClark,JohnBanks,2021-06-02,English,13.344,5.0,1.0,762
Age of Myth,MichaelJ.Sullivan,TimGerardReynolds,2016-06-28,English,14.064,4.5,10.0,1015
Paradise,CraigAlanson,R.C.Bray,2017-05-23,English,16.080000000000002,4.5,11.0,953
Around the World in Eighty Days,JulesVerne,JohnRayburn,2021-02-03,English,9.276,4.5,2.0,438
Privateers,BenBova,StefanRudnicki,2021-12-14,English,11.808,2.0,1.0,702
Harrow the Ninth,TamsynMuir,MoiraQuirk,2020-04-08,English,15.468,5.0,4.0,1191
Congo,MichaelCrichton,JuliaWhelan,2015-06-10,English,12.06,4.5,9.0,616
Alien: The Cold Forge,AlexWhite,MichaelBraun,2018-07-17,English,9.84,3.5,2.0,711
Summer Frost,BlakeCrouch,RosaSalazar,2019-09-17,English,0.804,4.5,8.0,139
Der Hobbit,J.R.R.Tolkien,GertHeidenreich,2010-12-26,German,5.6160000000000005,5.0,1.0,653
Age of War,MichaelJ.Sullivan,TimGerardReynolds,2018-03-07,English,14.064,4.5,7.0,1007
Artificial Condition,MarthaWells,KevinR.Free,2018-08-05,English,5.628,4.5,15.0,201
Magic Strikes,IlonaAndrews,ReneeRaudman,2017-12-05,English,10.032,5.0,4.0,650
Dragon Bones,PatriciaBriggs,JoeManganiello,2010-11-15,English,11.256,5.0,1.0,536
Infinite,JeremyRobinson,R.C.Bray,2017-10-20,English,10.032,3.0,2.0,621
The Land: Founding: A LitRPG Saga,AleronKong,NickPodehl,2017-04-21,English,8.016,4.0,12.0,589
The First Starfighter: Game 1,GraceGoodwin,"TorThom,AveryReid",2021-06-15,English,9.84,5.0,1.0,326
The Original,"BrandonSanderson,MaryRobinetteKowal",JuliaWhelan,2020-09-14,English,5.628,4.5,35.0,205
The Warded Man (1 of 2) [Dramatized Adaptation],PeterV.Brett,"KenJackson,RichardRohan,TerenceAselford,",2020-07-10,English,8.436,5.0,1.0,429
Eaters of the Dead,MichaelCrichton,SimonVance,2015-11-24,English,7.236,4.5,2.0,318
Wayward Galaxy,"JasonAnspach,J.N.Chaney",R.C.Bray,2020-09-29,English,14.064,4.5,2.0,769
Hell Divers V: Captives,NicholasSansburySmith,R.C.Bray,2019-07-05,English,7.296,5.0,1.0,590
Rule of Two,DrewKarpyshyn,JonathanDavis,2012-10-30,English,14.472,5.0,9.0,612
The Rebel,"RomanProkofiev,IreneWoodhead-translator,NeilP.Woodhead-translator",PhilThron,2021-09-11,English,8.436,4.0,1.0,764
Such a Fun Age,KileyReid,NicoleLewis,2020-07-01,English,5.916,4.0,93.0,598
"Girl, Woman, Other",BernardineEvaristo,Anna-MariaNabirye,2019-02-05,English,9.84,4.0,112.0,667
Beloved,ToniMorrison,ToniMorrison,2006-05-22,English,13.572000000000001,4.0,15.0,723
Kindred,OctaviaE.Butler,KimStaunton,2007-12-09,English,11.808,4.5,6.0,655
Homegoing,YaaGyasi,DominicHoffman,2017-05-01,English,9.84,4.5,25.0,791
Americanah,ChimamandaNgoziAdichie,AdjoaAndoh,2013-11-04,English,9.924,4.5,75.0,1048
The Personal Librarian,"MarieBenedict,VictoriaChristopherMurray",RobinMiles,2021-06-29,English,13.572000000000001,5.0,5.0,743
The Help,KathrynStockett,"JennaLamia,BahniTurpin,OctaviaSpencer,",2021-05-08,English,10.656,5.0,1.0,1085
Invisible Man,RalphEllison,JoeMorton,2010-12-21,English,14.472,5.0,1.0,1116
An American Marriage (Oprah’s Book Club),TayariJones,"SeanCrisden,EisaDavis",2018-06-02,English,9.84,4.0,65.0,539
Razorblade Tears,S.A.Cosby,AdamLazarre-White,2021-06-07,English,2.172,4.0,7.0,720
Zikora,ChimamandaNgoziAdichie,AdeperoOduye,2020-10-27,English,0.804,4.5,60.0,75
